_id,_key,_rev,claims,description,label,type
WikiItems/Q2311,Q2311,_gBP4CQO---,"instance of,subsidiaries,chief executive officer",pan-European aerospace and defence corporation,Airbus Group,item
WikiItems/Q2319,Q2319,_gBP4CQW---,"instance of,follows",date,February 5,item
WikiItems/Q2327,Q2327,_gBP4CQe---,"instance of,given name",Russian motorcycle speedway rider,Emil Sayfutdinov,item
WikiItems/Q2334,Q2334,_gBP4CQq---,"instance of,follows",date,February 15,item
WikiItems/Q2335,Q2335,_gBP4CQy---,"instance of,follows",Date,February 11,item
WikiItems/Q2336,Q2336,_gBP4CR----,"instance of,follows",date,February 12,item
WikiItems/Q2345,Q2345,_gBP4CRG---,"award received,film editor,instance of,original language,GND identifier",1957 American drama film,12 Angry Men,item
WikiItems/Q2362,Q2362,_gBP4CRS---,"instance of,follows",date,February 28,item
WikiItems/Q2369,Q2369,_gBP4CRe---,"instance of,follows",date,December 12,item
WikiItems/Q2370,Q2370,_gBP4CRm---,"instance of,GND identifier",multi-paradigm (object-oriented) programming language,C♯,item
WikiItems/Q2376,Q2376,_gBP4CRy---,"is in the administrative territorial entity,instance of","quarter in Hamburg, Germany",Allermöhe,item
WikiItems/Q2380,Q2380,_gBP4CS----,"is in the administrative territorial entity,instance of","quarter in Hamburg, Germany",Altengamme,item
WikiItems/Q2392,Q2392,_gBP4CSG---,"instance of,follows",date,March 5,item
WikiItems/Q2396,Q2396,_gBP4CSO---,"instance of,follows",date,March 4,item
WikiItems/Q2397,Q2397,_gBP4CSa---,"instance of,follows",date,March 10,item
WikiItems/Q2406,Q2406,_gBP4CSm---,"instance of,follows",single released by Enrique Iglesias,¿Dónde Están Corazón?,item
WikiItems/Q2408,Q2408,_gBP4CSu---,"is in the administrative territorial entity,instance of",quarter in the Bergedorf borough of the Free and Hanseatic city of Hamburg in northern Germany,Lohbrügge,item
WikiItems/Q2414,Q2414,_gBP4CS6---,"is in the administrative territorial entity,instance of","quarter of Hamburg, Germany",Neuengamme,item
WikiItems/Q2418,Q2418,_gBP4CTC---,instance of,"suburb in the district Bergedorf, Germany",Hamburg-Reitbrook,item
WikiItems/Q2423,Q2423,_gBP4CTO---,"instance of,GND identifier,Wikivoyage banner,OKTMO identifier,flag,category for people who died here,GeoNames ID",city in the center of European Russia,Yaroslavl,item
WikiItems/Q2424,Q2424,_gBP4CTW---,"instance of,follows",date,March 19,item
WikiItems/Q2426,Q2426,_gBP4CTi---,"instance of,follows,point in time",a year,1988,item
WikiItems/Q2435,Q2435,_gBP4CTq---,"instance of,follows",date,March 22,item
WikiItems/Q2437,Q2437,_gBP4CTy---,"instance of,follows,point in time",year,1981,item
WikiItems/Q2453,Q2453,_gBP4CT6---,"instance of,follows",date,March 24,item
WikiItems/Q2470,Q2470,_gBP4CUG---,"instance of,developer,version",first expansion pack to the video game Heroes of Might and Magic V,Heroes of Might and Magic V: Hammers of Fate,item
WikiItems/Q2471,Q2471,_gBP4CUO---,"instance of,is in the administrative territorial entity,Wikivoyage banner,dmoz",capital of Yemen,Sana‘a,item
WikiItems/Q2474,Q2474,_gBP4CUW---,"instance of,follows,point in time",year,1970,item
WikiItems/Q2475,Q2475,_gBP4CUe---,"instance of,follows,point in time",a year,1971,item
WikiItems/Q2477,Q2477,_gBP4CUq---,"instance of,follows,point in time",a year,1973,item
WikiItems/Q2478,Q2478,_gBP4CUy---,"instance of,follows,point in time",a year,1974,item
WikiItems/Q2487,Q2487,_gBP4CU6---,"GND identifier,instance of",series of wars principally fought in Central Europe,Thirty Years' War,item
WikiItems/Q2491,Q2491,_gBP4CVC---,"taxon name,taxon rank,instance of",genus of tyrannosaurid theropod dinosaur,Tarbosaurus,item
WikiItems/Q2492,Q2492,_gBP4CVK---,"instance of,place of birth,position held,GND identifier,award received,member of political party,signature,place of burial,NLA identifier,NTA identifier (Netherlands),given name","German statesman (1876-1967), Federal Chancellor of Germany, politician (CDU)",Konrad Adenauer,item
WikiItems/Q2494,Q2494,_gBP4CVS---,"place of birth,position held,father,GND identifier,award received,employer,instance of,BNE identifier,NTA identifier (Netherlands),NLA identifier,Catholic Hierarchy ID,CANTIC,given name,signature",265th Pope of the Catholic Church,Benedict XVI,item
WikiItems/Q2496,Q2496,_gBP4CVa---,"position held,GND identifier,place of birth,cause of death,member of political party,instance of,follows,award received,given name,employer",German politician (1897-1977),Ludwig Erhard,item
WikiItems/Q2498,Q2498,_gBP4CVi---,"instance of,follows",date,April 13,item
WikiItems/Q2499,Q2499,_gBP4CVq---,"instance of,follows",date,April 12,item
WikiItems/Q2508,Q2508,_gBP4CVy---,"instance of,follows",date,April 4,item
WikiItems/Q2515,Q2515,_gBP4CV6---,"instance of,original language",comic book series,Kick-Ass,item
WikiItems/Q2518,Q2518,_gBP4CWC---,"doctoral thesis,father,member of political party,GND identifier,award received,place of birth,position held,instance of,NTA identifier (Netherlands),BNE identifier,MusicBrainz artist ID,given name",former chancellor of West Germany (1982-1990) and then the united Germany (1990-1998),Helmut Kohl,item
WikiItems/Q2534,Q2534,_gBP4CWO---,"instance of,follows",date,April 28,item
WikiItems/Q2538,Q2538,_gBP4CWW---,"place of birth,GND identifier,award received,signature,position held,instance of,member of political party,father,given name",president of Germany,Joachim Gauck,item
WikiItems/Q2545,Q2545,_gBP4CWe---,"instance of,follows",date,May 2,item
WikiItems/Q2546,Q2546,_gBP4CWq---,"instance of,PubChem ID (CID),CAS registry number",compound formerly used as an anticonvulsant and sedative,potassium bromide,item
WikiItems/Q2552,Q2552,_gBP4CWy---,"instance of,follows",date,May 6,item
WikiItems/Q2560,Q2560,_gBP4CX----,"instance of,follows",date,May 13,item
WikiItems/Q2562,Q2562,_gBP4CXC---,"instance of,follows",date,May 15,item
WikiItems/Q2567,Q2567,_gBP4CXO---,"GND identifier,place of birth,member of political party,signature,noble family,father,position held,award received,instance of,academic degree,employer,given name",Governing Mayor of West Berlin and President of the Federal Republic of Germany,Richard von Weizsäcker,item
WikiItems/Q2573,Q2573,_gBP4CXW---,"GND identifier,member of political party,position held,signature,place of birth,father,instance of,award received,CANTIC,given name","German politician (SPD), 3rd President of the Federal Republic of Germany",Gustav Heinemann,item
WikiItems/Q2574,Q2574,_gBP4CXe---,"instance of,follows",date,May 16,item
WikiItems/Q2580,Q2580,_gBP4CXq---,"instance of,follows",date,May 21,item
WikiItems/Q2595,Q2595,_gBP4CXy---,"instance of,MusicBrainz release group ID,follows",album of Deep Purple,Made in Japan,item
WikiItems/Q2596,Q2596,_gBP4CY----,"list of monuments,flag,capital,type of administrative territorial entity,time zone,is in the administrative territorial entity,instance of,category for people who died here,GeoNames ID",federal subject of Russia,Kostroma Oblast,item
WikiItems/Q2598,Q2598,_gBP4CYG---,"instance of,is in the administrative territorial entity,type of administrative territorial entity","town and borough in Hertfordshire, England",Watford,item
WikiItems/Q2610,Q2610,_gBP4CYO---,"GND identifier,place of birth,member of political party,instance of,position held,award received,given name",East German politician,Willi Stoph,item
WikiItems/Q2613,Q2613,_gBP4CYW---,"instance of,follows",date,15 June,item
WikiItems/Q2622,Q2622,_gBP4CYi---,"instance of,follows",date,June 5,item
WikiItems/Q2631,Q2631,_gBP4CYq---,instance of,entropy encoding,Codage zeta,item
WikiItems/Q2633,Q2633,_gBP4CYy---,,universal code,Fibonacci coding,item
WikiItems/Q2635,Q2635,_gBP4CZ----,instance of,universal coding,Levenstein coding,item
WikiItems/Q2636,Q2636,_gBP4CZK---,"instance of,follows",date,22 December,item
WikiItems/Q2640,Q2640,_gBP4CZS---,"follows,discovery date,JPL Small-Body Database identifier,instance of",asteroid,10 Hygiea,item
WikiItems/Q2641,Q2641,_gBP4CZe---,"instance of,league",professional Italian football club,Napoli,item
WikiItems/Q2644,Q2644,_gBP4CZm---,"instance of,follows,point in time",year,1968,item
WikiItems/Q2649,Q2649,_gBP4CZu---,"instance of,follows,point in time",year,1966,item
WikiItems/Q2650,Q2650,_gBP4CZ6---,"instance of,follows,point in time",a year,1965,item
WikiItems/Q2651,Q2651,_gBP4CaC---,instance of,a form of entropy encoding used in lossless data compression,Arithmetic coding,item
WikiItems/Q2656,Q2656,_gBP4CaK---,"type of administrative territorial entity,is in the administrative territorial entity,time zone,ISTAT ID,Wikivoyage banner,dmoz,instance of,GND identifier,population,category for people who died here",Italian comune,Palermo,item
WikiItems/Q2662,Q2662,_gBP4CaW---,"instance of,follows",date,25 June,item
WikiItems/Q2667,Q2667,_gBP4Cae---,"GND identifier,place of birth,cause of death,signature,position held,instance of,award received,BNE identifier,NLA identifier,NTA identifier (Netherlands),given name","Prussian-German field marshal, statesman, and President of Germany",Paul von Hindenburg,item
WikiItems/Q2668,Q2668,_gBP4Caq---,"instance of,follows",date,23 June,item
WikiItems/Q2674,Q2674,_gBP4Ca2---,"instance of,league",professional Italian football club,Palermo,item
WikiItems/Q2677,Q2677,_gBP4Cb----,"father,position held,MusicBrainz artist ID,GND identifier,place of birth,award received,instance of,noble family,signature,place of burial,follows,CANTIC,given name",German Emperor and King of Prussia,Wilhelm II,item
WikiItems/Q2682,Q2682,_gBP4CbK---,instance of,lossless data compression algorithm,Lempel–Ziv–Oberhumer,item
WikiItems/Q2683,Q2683,_gBP4CbS---,"Wikivoyage banner,type of administrative territorial entity,is in the administrative territorial entity,time zone,ISTAT ID,dmoz,instance of,population,category for people who died here",Italian comune,Parma,item
WikiItems/Q2684,Q2684,_gBP4Cba---,"instance of,Wikivoyage banner,OKTMO identifier,flag,category for people who died here,GeoNames ID",city in the center of European Russia,Vladimir,item
WikiItems/Q2686,Q2686,_gBP4Cbm---,"instance of,follows",date,15 July,item
WikiItems/Q2691,Q2691,_gBP4Cbu---,"instance of,follows",date,14 July,item
WikiItems/Q2695,Q2695,_gBP4Cb6---,"instance of,follows",date,6 July,item
WikiItems/Q2700,Q2700,_gBP4CcG---,"instance of,follows",date,1 July,item
WikiItems/Q2703,Q2703,_gBP4CcO---,instance of,moment in time used as a reference point for some time-varying astronomical quantity,epoch,item
WikiItems/Q2714,Q2714,_gBP4CcW---,"league,instance of,MusicBrainz artist ID","association football club, based in Watford, Hertfordshire, UK",Watford Football Club,item
WikiItems/Q2715,Q2715,_gBP4Cca---,"instance of,follows",date,31 July,item
WikiItems/Q2719,Q2719,_gBP4Ccm---,"instance of,follows",date,27 July,item
WikiItems/Q2720,Q2720,_gBP4Ccy---,"instance of,follows",date,25 July,item
WikiItems/Q2721,Q2721,_gBP4Cc6---,"instance of,follows",date,24 July,item
WikiItems/Q2726,Q2726,_gBP4CdG---,"instance of,follows",date,19 July,item
WikiItems/Q2727,Q2727,_gBP4CdO---,"instance of,follows",date,21 July,item
WikiItems/Q2740,Q2740,_gBP4CdW---,"is in the administrative territorial entity,GND identifier,instance of,type of administrative territorial entity","town in North Rhine-Westphalia, Germany",Sendenhorst,item
WikiItems/Q2751,Q2751,_gBP4Cdi---,"instance of,type of administrative territorial entity,is in the administrative territorial entity,time zone,ISTAT ID,Wikivoyage banner,dmoz,GND identifier,population",Italian comune,Siena,item
WikiItems/Q2756,Q2756,_gBP4Cdq---,"instance of,league",Italian football club,Robur Siena,item
WikiItems/Q2765,Q2765,_gBP4Cdy---,"instance of,is in the administrative territorial entity,time zone,Wikivoyage banner,type of administrative territorial entity,GND identifier,dmoz,category for people who died here",city in Germany,Gelsenkirchen,item
WikiItems/Q2773,Q2773,_gBP4Ce----,"instance of,is in the administrative territorial entity,time zone,type of administrative territorial entity,GND identifier,dmoz,Wikivoyage banner,category for people who died here","city in Lower Saxony, Germany",Braunschweig,item
WikiItems/Q2774,Q2774,_gBP4CeG---,"instance of,follows",date,15 August,item
WikiItems/Q2780,Q2780,_gBP4CeO---,"instance of,follows",date,8 August,item
WikiItems/Q2784,Q2784,_gBP4CeW---,"instance of,follows",date,4 August,item
WikiItems/Q2789,Q2789,_gBP4Cei---,"is in the administrative territorial entity,GND identifier,instance of,time zone,type of administrative territorial entity","town in North Rhine-Westphalia, Germany",Telgte,item
WikiItems/Q2793,Q2793,_gBP4Ceu---,"MusicBrainz artist ID,instance of",German authors who together collected folklore,Brothers Grimm,item
WikiItems/Q2800,Q2800,_gBP4Ce2---,"instance of,follows",date,27 December,item
WikiItems/Q2801,Q2801,_gBP4Cf----,"instance of,OKTMO identifier,flag,category for people who died here,GeoNames ID",city in the center of European Russia,Bryansk,item
WikiItems/Q2802,Q2802,_gBP4CfK---,instance of,fictional grimoire appearing in the stories by horror writer H. P. Lovecraft,Necronomicon,item
WikiItems/Q2805,Q2805,_gBP4CfW---,"is in the administrative territorial entity,time zone,type of administrative territorial entity,dmoz,instance of,GND identifier","city in North Rhine-Westphalia, Germany",Krefeld,item
WikiItems/Q2809,Q2809,_gBP4Cfe---,"is in the administrative territorial entity,GND identifier,instance of,type of administrative territorial entity","municipality in North Rhine-Westphalia, Germany",Everswinkel,item
WikiItems/Q2810,Q2810,_gBP4Cfm---,"Wikivoyage banner,flag,capital,type of administrative territorial entity,time zone,is in the administrative territorial entity,instance of,category for people who died here,GeoNames ID",federal subject of Russia,Bryansk Oblast,item
WikiItems/Q2818,Q2818,_gBP4Cfu---,"instance of,follows",date,30 August,item
WikiItems/Q2820,Q2820,_gBP4Cf6---,"instance of,follows",date,26 August,item
WikiItems/Q2821,Q2821,_gBP4CgC---,"follows,instance of",date,23 August,item
WikiItems/Q2830,Q2830,_gBP4CgO---,"instance of,follows",date,31 August,item
WikiItems/Q2842,Q2842,_gBP4CgW---,"flag,capital,type of administrative territorial entity,time zone,is in the administrative territorial entity,instance of,Wikivoyage banner,category for people who died here,GeoNames ID",federal subject of Russia,Kaluga Oblast,item
WikiItems/Q2848,Q2848,_gBP4Cge---,"instance of,follows",date,13 September,item
WikiItems/Q2852,Q2852,_gBP4Cgq---,"instance of,follows",date,7 September,item
WikiItems/Q2853,Q2853,_gBP4Cgy---,"instance of,follows",date,September 10,item
WikiItems/Q2857,Q2857,_gBP4Ch----,"instance of,follows",date,2 September,item
WikiItems/Q2859,Q2859,_gBP4ChG---,"instance of,follows",date,September 1,item
WikiItems/Q2860,Q2860,_gBP4ChS---,"instance of,follows",date,3 September,item
WikiItems/Q2866,Q2866,_gBP4Cha---,"place of birth,GND identifier,position held,award received,member of political party,member of sports team,instance of,given name",President of Belarus since 20 July 1994,Alexander Lukashenko,item
WikiItems/Q2867,Q2867,_gBP4Chi---,instance of,mathematical technique used in data compression and analysis,wavelet transform,item
WikiItems/Q2876,Q2876,_gBP4Chu---,"is in the administrative territorial entity,type of administrative territorial entity,GND identifier,instance of",district in Germany,Nordwestmecklenburg,item
WikiItems/Q2882,Q2882,_gBP4Ch6---,"instance of,follows",date,29 September,item
WikiItems/Q2883,Q2883,_gBP4CiC---,"instance of,follows",date,28 September,item
WikiItems/Q2884,Q2884,_gBP4CiO---,"instance of,follows",date,27 September,item
WikiItems/Q2886,Q2886,_gBP4CiS---,"instance of,follows",date,25 September,item
WikiItems/Q2889,Q2889,_gBP4Cie---,"instance of,follows",date,22 September,item
WikiItems/Q2901,Q2901,_gBP4Cim---,"instance of,follows",date,30 December,item
WikiItems/Q2902,Q2902,_gBP4Ciq---,"type of administrative territorial entity,capital,is in the administrative territorial entity,instance of,GND identifier",German district,Landkreis Mecklenburgische Seenplatte,item
WikiItems/Q2903,Q2903,_gBP4Ciy---,instance of,"Tramway in Lyon, France",Lyon Tramway Line 1,item
WikiItems/Q2912,Q2912,_gBP4Cj----,"instance of,follows",date,December 31,item
WikiItems/Q2914,Q2914,_gBP4CjG---,,interrelations of club association football leagues in Spain,Spanish football league system,item
WikiItems/Q2927,Q2927,_gBP4CjO---,"instance of,follows",date,11 October,item
WikiItems/Q2928,Q2928,_gBP4Cja---,"instance of,follows",date,6 October,item
WikiItems/Q2930,Q2930,_gBP4Cji---,"instance of,follows",date,5 October,item
WikiItems/Q2933,Q2933,_gBP4Cjq---,"category for people who died here,instance of,Wikivoyage banner,type of administrative territorial entity,dmoz,GND identifier",capital of Paraguay,Asunción,item
WikiItems/Q2934,Q2934,_gBP4Cj2---,"taxon name,taxon rank,instance of,Encyclopedia of Life ID",domesticated mammal raised primarily for its milk,goat,item
WikiItems/Q2935,Q2935,_gBP4Ck----,,young of domestic cattle,calf,item
WikiItems/Q2938,Q2938,_gBP4CkK---,"time zone,is in the administrative territorial entity,type of administrative territorial entity,GND identifier,instance of,category for people who died here",German city,Leverkusen,item
WikiItems/Q2943,Q2943,_gBP4CkS---,"architectural style,instance of,GND identifier,commisioned by",official residence of the pope; known for its painted ceiling,Sistine Chapel,item
WikiItems/Q2947,Q2947,_gBP4Cke---,"is in the administrative territorial entity,type of administrative territorial entity,GND identifier,instance of",German district,Kreis Dithmarschen,item
WikiItems/Q2948,Q2948,_gBP4Ckm---,"type of administrative territorial entity,instance of,dmoz,GND identifier,is in the administrative territorial entity,population",German city,Neuss,item
WikiItems/Q2952,Q2952,_gBP4Ckq---,"instance of,follows",date,28 October,item
WikiItems/Q2959,Q2959,_gBP4Cky---,"instance of,follows",date,20 October,item
WikiItems/Q2966,Q2966,_gBP4Cl----,"population,is in the administrative territorial entity,time zone,type of administrative territorial entity,GND identifier,instance of,dmoz,Wikivoyage banner,category for people who died here","city in Baden-Württemberg, Germany",Heidelberg,item
WikiItems/Q2970,Q2970,_gBP4ClC---,"is in the administrative territorial entity,type of administrative territorial entity,instance of,GND identifier",German district,Kreis Plön,item
WikiItems/Q2979,Q2979,_gBP4ClO---,GND identifier,ability of individuals to have agency,liberty,item
WikiItems/Q2981,Q2981,_gBP4ClW---,"is in the administrative territorial entity,architectural style,instance of,MusicBrainz place ID,heritage status",cathedral in Paris,Notre Dame de Paris,item
WikiItems/Q2984,Q2984,_gBP4Cli---,"instance of,follows",date,13 November,item
WikiItems/Q2993,Q2993,_gBP4Clq---,"instance of,follows",date,5 November,item
WikiItems/Q2995,Q2995,_gBP4Cly---,"instance of,follows",date,3 November,item
WikiItems/Q2996,Q2996,_gBP4Cm----,"instance of,follows",date,2 November,item
WikiItems/Q2997,Q2997,_gBP4CmK---,"instance of,follows",date,1 November,item
WikiItems/Q3001,Q3001,_gBP4CmS---,"instance of,Wikivoyage banner,time zone",capital of Suriname,Paramaribo,item
WikiItems/Q3002,Q3002,_gBP4Cma---,"GND identifier,follows,discovery date,JPL Small-Body Database identifier,instance of",large asteroid of the main asteroid belt,Pallas,item
WikiItems/Q3004,Q3004,_gBP4Cmi---,"located next to body of water,population,is in the administrative territorial entity,time zone,Wikivoyage banner,type of administrative territorial entity,GND identifier,instance of","town in Bavaria, Germany",Ingolstadt,item
WikiItems/Q3011,Q3011,_gBP4Cmq---,"is in the administrative territorial entity,type of administrative territorial entity,instance of,GND identifier",German district,Steinburg,item
WikiItems/Q3016,Q3016,_gBP4Cmy---,"instance of,follows",date,November 29,item
WikiItems/Q3019,Q3019,_gBP4Cn----,"instance of,follows",date,November 26,item
WikiItems/Q3021,Q3021,_gBP4CnG---,"instance of,follows",date,November 23,item
WikiItems/Q3024,Q3024,_gBP4CnO---,"instance of,follows",date,November 20,item
WikiItems/Q3025,Q3025,_gBP4Cna---,"instance of,follows",date,November 22,item
WikiItems/Q3029,Q3029,_gBP4Cni---,"instance of,follows",date,November 16,item
WikiItems/Q3032,Q3032,_gBP4Cnq---,instance of,Body of water near Australia,Darwin Harbour,item
WikiItems/Q3036,Q3036,_gBP4Cn2---,"MusicBrainz artist ID,instance of,employer",American conductor,Mack Wilberg,item
WikiItems/Q3037,Q3037,_gBP4CoC---,"Wikivoyage banner,dmoz,is in the administrative territorial entity,instance of,time zone,category for people who died here",capital of Nepal,Kathmandu,item
WikiItems/Q3039,Q3039,_gBP4CoK---,,Slow-cooked French casserole,Cassoulet,item
WikiItems/Q3067,Q3067,_gBP4CoW---,"instance of,is in the administrative territorial entity,heritage status",ancient Roman aqueduct,Aqueduct of the Gier,item
WikiItems/Q3078,Q3078,_gBP4Coe---,"is in the administrative territorial entity,heritage status",Ancient aqueduct in France,Aqueduc de l'Yzeron,item
WikiItems/Q3083,Q3083,_gBP4Com---,"instance of,capital,is in the administrative territorial entity,type of administrative territorial entity,time zone,Wikivoyage banner,southernmost point,category for people who died here",French département,Ain,item
WikiItems/Q3093,Q3093,_gBP4Cou---,"is in the administrative territorial entity,capital,type of administrative territorial entity,instance of,time zone,southernmost point",French department,Aisne,item
WikiItems/Q3094,Q3094,_gBP4Co6---,"is in the administrative territorial entity,instance of",Romanian monastery,Căldăruşani Monastery,item
WikiItems/Q3098,Q3098,_gBP4CpC---,"GND identifier,instance of,given name",early 18th century Swedish officer,Georg Henrik Lybecker,item
WikiItems/Q3108,Q3108,_gBP4CpK---,instance of,A bronze tablet engraved with a speech by roman emperor Claudius,Lyon Tablet,item
WikiItems/Q3109,Q3109,_gBP4CpS---,"type of administrative territorial entity,is in the administrative territorial entity,instance of",freguesia of Portugal,Cordinhã,item
WikiItems/Q3115,Q3115,_gBP4Cpa---,"type of administrative territorial entity,is in the administrative territorial entity,instance of",Portuguese parish,Cerdeira,item
WikiItems/Q3125,Q3125,_gBP4Cpi---,"type of administrative territorial entity,time zone,is in the administrative territorial entity,capital,Wikivoyage banner,dmoz,instance of,southernmost point",French department,Hautes-Alpes,item
WikiItems/Q3128,Q3128,_gBP4Cpu---,"GND identifier,place of birth,instance of,Oxford Biography Index Number",British racecar driver,Graham Hill,item
WikiItems/Q3133,Q3133,_gBP4Cp6---,GND identifier,the color located between yellow and blue in the continuum of colors of visible light,green,item
WikiItems/Q3143,Q3143,_gBP4CqC---,"GND identifier,discovery date,instance of",Galilean moon of Jupiter,Europa,item
WikiItems/Q3155,Q3155,_gBP4CqO---,instance of,2nd century Roman mosaic,Circus Games Mosaic,item
WikiItems/Q3173,Q3173,_gBP4Cqa---,"political ideology,instance of",Russian political party,Green Alliance–The People's Party,item
WikiItems/Q3175,Q3175,_gBP4Cqi---,is in the administrative territorial entity,Ancient Roman theatre in France,Odeon of Lyon,item
WikiItems/Q3181,Q3181,_gBP4Cqu---,"instance of,is in the administrative territorial entity",Polish church,Protestant church in Ozimek,item
WikiItems/Q3183,Q3183,_gBP4Cq2---,"time zone,is in the administrative territorial entity,instance of,Wikivoyage banner,dmoz,population,category for people who died here",capital city of Western Australia,Perth,item
WikiItems/Q3186,Q3186,_gBP4Cr----,"taxon rank,taxon name,instance of,Encyclopedia of Life ID",Dragonfly species,Erythrodiplax media,item
WikiItems/Q3190,Q3190,_gBP4CrK---,,2012 Rhythmic Gymnastics European Championships,2012 Rhythmic Gymnastics European Championships,item
WikiItems/Q3201,Q3201,_gBP4CrW---,"instance of,is in the administrative territorial entity","astronomical observatory in Middlesex Centre, Ontario, Canada",Elginfield Observatory,item
WikiItems/Q3202,Q3202,_gBP4Cre---,"instance of,is in the administrative territorial entity","castle in Barcaldine, Scotland",Barcaldine Castle,item
WikiItems/Q3204,Q3204,_gBP4Crm---,,tennis tournament,Geneva Open Challenger,item
WikiItems/Q3211,Q3211,_gBP4Cry---,"type of administrative territorial entity,is in the administrative territorial entity,instance of",Secarias municipality,Secarias,item
WikiItems/Q3213,Q3213,_gBP4Cr6---,"type of administrative territorial entity,is in the administrative territorial entity,instance of",Covões municipality,Covões,item
WikiItems/Q3233,Q3233,_gBP4CsC---,"type of administrative territorial entity,is in the administrative territorial entity,instance of",Portuguese municipality,Piódão,item
WikiItems/Q3235,Q3235,_gBP4CsO---,"capital,is in the administrative territorial entity,instance of,Wikivoyage banner,dmoz",Australian federal territory,Northern Territory,item
WikiItems/Q3240,Q3240,_gBP4CsW---,"type of administrative territorial entity,time zone,is in the administrative territorial entity,capital,Wikivoyage banner,instance of,southernmost point,category for people who died here",French department in Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,item
WikiItems/Q3242,Q3242,_gBP4Csi---,"instance of,original language",2012 British film,A Fantastic Fear of Everything,item
WikiItems/Q3248,Q3248,_gBP4Csu---,instance of,Wikipedia disambiguation page,Robert Newton,item
WikiItems/Q3251,Q3251,_gBP4Cs2---,"position held,place of birth,instance of",U.S. Representative,Elisha E. Meredith,item
WikiItems/Q3255,Q3255,_gBP4Ct----,"is in the administrative territorial entity,instance of,Wikivoyage banner",Baltic Sea island,Usedom,item
WikiItems/Q3257,Q3257,_gBP4CtG---,"GND identifier,discovery date,instance of",Jovian moon,Amalthea,item
WikiItems/Q3260,Q3260,_gBP4CtO---,"GND identifier,place of birth,instance of,given name",Australian-born British composer and conductor,Hubert Clifford,item
WikiItems/Q3262,Q3262,_gBP4CtW---,"instance of,is in the administrative territorial entity","church in Kilmun on the Cowal Peninsula, Scotland",St Munn's Parish Church,item
WikiItems/Q3263,Q3263,_gBP4Cti--_,instance of,Wikipedia disambiguation page,Robert Rose,item
WikiItems/Q3265,Q3265,_gBP4Cty---,instance of,Wikimedia category page,Category:Sports competitions in Tanzania,item
WikiItems/Q3271,Q3271,_gBP4Ct2---,"position held,member of political party,instance of,place of birth",U.S. Representative,Todd Russell Platts,item
WikiItems/Q3276,Q3276,_gBP4CuC---,,exploration of Jupiter,exploration of Jupiter,item
WikiItems/Q3280,Q3280,_gBP4CuK---,"instance of,GND identifier","river in Mecklenburg-Vorpommern, Germany",Warnow,item
WikiItems/Q3282,Q3282,_gBP4CuS---,"is in the administrative territorial entity,type of administrative territorial entity,time zone,ISTAT ID,instance of,population",Italian comune,Lardaro,item
WikiItems/Q3285,Q3285,_gBP4Cue---,"member of political party,instance of,position held,given name",British Conservative Party politician,Michael Shaw,item
WikiItems/Q3288,Q3288,_gBP4Cum---,"place of birth,instance of,given name","American judge, politician, and general",John Gregg,item
WikiItems/Q3298,Q3298,_gBP4Cuu---,,Football competition,Intercontinental Champions' Supercup,item
WikiItems/Q3310,Q3310,_gBP4Cu2---,instance of,Finnish firearm manufacturer,SAKO,item
WikiItems/Q3313,Q3313,_gBP4Cv----,instance of,Wikimedia category page,Category:Slovak architects,item
WikiItems/Q3314,Q3314,_gBP4CvG---,instance of,"river in Schleswig-Holstein, Germany",Eider,item
WikiItems/Q3319,Q3319,_gBP4CvO---,"place of birth,instance of,given name",Japanese actress,Yukiko Kobayashi,item
WikiItems/Q3322,Q3322,_gBP4Cva---,"discovery date,instance of",Largest moon of Uranus,Titania,item
WikiItems/Q3323,Q3323,_gBP4Cvi---,"is in the administrative territorial entity,instance of,Wikivoyage banner,OKTMO identifier,flag,category for people who died here,GeoNames ID",city in the south of Russia,Belgorod,item
WikiItems/Q3327,Q3327,_gBP4Cvu---,"type of administrative territorial entity,is in the administrative territorial entity,Wikivoyage banner,dmoz,instance of,GND identifier","commune in Hautes-Pyrénées, France",Lourdes,item
WikiItems/Q3329,Q3329,_gBP4Cv2---,"flag,capital,type of administrative territorial entity,time zone,is in the administrative territorial entity,instance of,Wikivoyage banner,category for people who died here,GeoNames ID",federal subject of Russia,Belgorod Oblast,item
WikiItems/Q3331,Q3331,_gBP4Cw----,"is in the administrative territorial entity,instance of",road tunnel in Lyon,tunnel de la Croix-Rousse,item
WikiItems/Q3332,Q3332,_gBP4CwG---,"discovery date,instance of",Moon of Uranus,Oberon,item
WikiItems/Q3338,Q3338,_gBP4CwS---,"discovery date,instance of",Moon of Uranus,Umbriel,item
WikiItems/Q3344,Q3344,_gBP4Cwa---,"instance of,type of administrative territorial entity,is in the administrative territorial entity","arrondissement of Lyon, France",2nd arrondissement of Lyon,item
WikiItems/Q3347,Q3347,_gBP4Cwm---,"taxon rank,instance of,taxon name,Encyclopedia of Life ID",genus of five species of fish,Laetacara,item
WikiItems/Q3349,Q3349,_gBP4Cwy---,"type of administrative territorial entity,time zone,is in the administrative territorial entity,capital,Wikivoyage banner,instance of,southernmost point",French department,Côtes-d'Armor,item
WikiItems/Q3356,Q3356,_gBP4Cw6---,"father,GND identifier,instance of,noble family",ruler of the Seleucid Empire,Antiochus IV Epiphanes,item
